Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering,Amount
2022/09/01 09:06,21828,801A2BCE1,21828,801A2BCE0,2e-05,Bitcoin,0.24,US Dollar,Wire,0,0.24
2022/09/01 09:12,21828,801A2BCE1,21828,801A2BCE0,5e-06,Bitcoin,0.06,US Dollar,ACH,0,0.06
2022/09/01 09:03,21828,801A2BCE1,21828,801A2BCE0,9e-06,Bitcoin,0.11,US Dollar,ACH,0,0.11
2022/09/01 09:21,21414,807791041,21414,807791040,4e-05,Bitcoin,0.47,US Dollar,ACH,0,0.47
2022/09/01 09:05,30515,81A51A641,30515,81A51A640,6e-06,Bitcoin,0.07,US Dollar,ACH,0,0.07
2022/09/01 09:15,30515,81A51A641,30515,81A51A640,9e-06,Bitcoin,0.1,US Dollar,ACH,0,0.1
2022/09/01 09:09,210472,812C2A4E1,210472,812C2A4E0,4.5e-05,Bitcoin,0.53,US Dollar,ACH,0,0.53
2022/09/01 09:09,234116,80CA1C091,234116,80CA1C090,5e-06,Bitcoin,0.04,UK Pound,ACH,0,0.046364985163204746
2022/09/01 09:26,234116,80CA1C091,234116,80CA1C090,1.7e-05,Bitcoin,0.15,UK Pound,ACH,0,0.1738686943620178
2022/09/01 09:01,115114,808D85791,115114,808D85790,4e-06,Bitcoin,0.05,US Dollar,ACH,0,0.05
2022/09/01 09:13,115114,808D85791,115114,808D85790,1.3e-05,Bitcoin,0.16,US Dollar,ACH,0,0.16
2022/09/01 09:41,20,80030DD60,20,800D1D650,0.48,US Dollar,0.48,US Dollar,ACH,0,0.48
2022/09/01 09:37,1217,8007A6EB0,22086,800E78CF0,0.32,US Dollar,0.32,US Dollar,Wire,0,0.32
2022/09/01 09:55,1422,8003531A0,1291,8011820F0,0.15,US Dollar,0.15,US Dollar,ACH,0,0.15
2022/09/01 09:48,1291,80062D190,1807,80231B860,0.37,US Dollar,0.37,US Dollar,ACH,0,0.37
2022/09/01 09:55,32167,8063B9260,24317,8063B9170,0.03,US Dollar,0.03,US Dollar,ACH,0,0.03
2022/09/01 09:54,22124,80121A260,11265,806C3B800,0.1,US Dollar,0.1,US Dollar,ACH,0,0.1
2022/09/01 09:34,31928,809E6CDC0,16739,809E6BBD0,0.01,US Dollar,0.01,US Dollar,ACH,0,0.01
2022/09/01 09:58,3440,807FA2640,28958,80F5A6190,0.26,US Dollar,0.26,US Dollar,Wire,0,0.26
2022/09/01 09:52,316503,811176FC0,211374,81117D4A0,0.01,US Dollar,0.01,US Dollar,ACH,0,0.01
2022/09/01 09:44,22595,80F5A4DB0,237246,814046C30,0.08,US Dollar,0.08,US Dollar,Wire,0,0.08
2022/09/01 09:40,24317,8030C5DA0,231651,8170D9D30,0.46,US Dollar,0.46,US Dollar,ACH,0,0.46
2022/09/01 09:47,354608,819C08BF0,354608,819C08BF0,0.01,US Dollar,0.01,Swiss Franc,ACH,0,0.01020418575699752
2022/09/01 09:47,354608,819C08BF0,235053,819C02750,0.01,US Dollar,0.01,US Dollar,ACH,0,0.01
2022/09/01 09:35,3666,801FB2E10,22264,801FFBCA0,0.01,Euro,0.01,Euro,ACH,0,0.009998000399920017
2022/09/01 09:41,12055,8015CEC50,14195,80225DA50,0.23,Euro,0.23,Euro,ACH,0,0.2299540091981604
2022/09/01 09:53,34508,8029C3C60,16293,8029C37B0,0.05,Euro,0.05,Euro,ACH,0,0.04999000199960008
2022/09/01 09:54,12274,802A2D930,17059,802B13060,0.62,Euro,0.62,Euro,ACH,0,0.619876024795041
2022/09/01 09:38,24029,802B02840,600,80460EA00,0.97,Euro,0.97,Euro,Wire,0,0.9698060387922416
2022/09/01 09:42,14620,801A72250,3,807437260,0.11,Euro,0.11,Euro,ACH,0,0.10997800439912019
2022/09/01 09:52,14620,801A72250,3,807437260,0.13,Euro,0.13,Euro,Wire,0,0.1299740051989602
2022/09/01 09:52,21444,80107E2C0,6058,807718660,0.04,Euro,0.04,Euro,ACH,0,0.03999200159968007
2022/09/01 09:45,12386,802C4C840,211018,8087FF370,0.98,Euro,0.98,Euro,ACH,0,0.9798040391921615
2022/09/01 09:38,498,80B475ED0,19622,80E9E0B80,0.57,Euro,0.57,Euro,Wire,0,0.5698860227954409
2022/09/01 09:35,600,80EDDA580,234539,8107BA900,0.13,Euro,0.13,Euro,ACH,0,0.1299740051989602
2022/09/01 09:41,345332,811464A80,244413,811464A30,0.02,Euro,0.02,Euro,ACH,0,0.019996000799840034
2022/09/01 09:45,231422,81010FF60,1126,811CFBC70,0.1,Euro,0.1,Euro,Wire,0,0.09998000399920016
2022/09/01 09:36,34567,8127D5FC0,15400,8127D5CA0,0.01,Euro,0.01,Euro,ACH,0,0.009998000399920017
2022/09/01 09:45,29154,814D883D0,62088,8176D9090,0.62,Euro,0.62,Euro,ACH,0,0.619876024795041
2022/09/01 09:54,12055,800D06700,120478,817BB8B20,0.45,Euro,0.45,Euro,Wire,0,0.44991001799640074
2022/09/01 09:58,37184,80299CA90,27,802996430,0.04,Yuan,0.04,Yuan,ACH,0,0.005797101449275362
2022/09/01 09:45,312070,80475B380,312070,80475B380,0.03,Yuan,0.51,Yen,ACH,0,0.003660111956365724
2022/09/01 09:45,312070,80475B380,110080,80475D040,0.03,Yuan,0.03,Yuan,ACH,0,0.004347826086956521
2022/09/01 09:39,319523,80FA40530,112926,80FA30320,0.02,Yuan,0.02,Yuan,ACH,0,0.002898550724637681
2022/09/01 09:49,312256,80FA99E90,27425,80FA9F8D0,0.01,Yuan,0.01,Yuan,ACH,0,0.0014492753623188406
2022/09/01 09:44,375242,81B86F080,19521,81B85CCF0,0.01,Yuan,0.01,Yuan,ACH,0,0.0014492753623188406
2022/09/01 09:32,4,804018930,19856,8059B7ED0,21.08,Yen,21.08,Yen,ACH,0,0.15128462752978325
2022/09/01 09:56,4,804018930,19856,8059B7ED0,93.66,Yen,93.66,Yen,Wire,0,0.6721687957513994
2022/09/01 09:47,315647,8067FBC30,117743,8067FA0B0,0.22,Yen,0.22,Yen,ACH,0,0.001578871824314626
2022/09/01 09:43,312044,80693BF70,15740,8069422E0,0.12,Yen,0.12,Yen,ACH,0,0.0008612028132625232
2022/09/01 09:44,317362,808045440,118088,8080452B0,0.03,Yen,0.03,Yen,ACH,0,0.0002153007033156308
2022/09/01 09:34,119732,8089CEE00,123568,808E5D450,11.78,Rupee,11.78,Rupee,ACH,0,0.14809599839080748
2022/09/01 09:40,119732,8089CEE00,123568,808E5D450,42.67,Rupee,42.67,Rupee,Wire,0,0.5364394101303697
2022/09/01 09:47,123957,809202DC0,125222,809842880,77.75,Rupee,77.75,Rupee,ACH,0,0.9774587330123329
2022/09/01 09:55,323662,809DA8D80,224257,809DA9950,3.09,Rupee,3.09,Rupee,ACH,0,0.038846912990457984
2022/09/01 09:33,5,8099631B0,5,80A1C7580,73.36,Rupee,73.36,Rupee,ACH,0,0.9222684585695786
2022/09/01 09:54,328798,80AC341E0,27831,80AC32C70,0.07,Rupee,0.07,Rupee,ACH,0,0.0008800271551236439
2022/09/01 09:42,325593,80E8A1B90,23494,80E8861B0,0.05,Rupee,0.05,Rupee,ACH,0,0.000628590825088317
2022/09/01 09:42,141204,80F488600,41019,80F2018A0,0.22,Australian Dollar,0.22,Australian Dollar,Wire,0,0.15023217700081945
2022/09/01 09:36,141352,80F1C9050,141632,80F77F060,0.32,Australian Dollar,0.32,Australian Dollar,Wire,0,0.21851953018301012
2022/09/01 09:32,346102,8112824B0,46152,811282770,0.1,Mexican Peso,0.1,Mexican Peso,ACH,0,0.00495319233245827
2022/09/01 09:52,352157,8130DAAB0,50453,8130DA310,0.12,Brazil Real,0.12,Brazil Real,ACH,0,0.02316378727922015
2022/09/01 09:46,248957,8129AF640,48858,8130EA6C0,4.04,Brazil Real,4.04,Brazil Real,ACH,0,0.7798475050670785
2022/09/01 09:57,353007,813445790,249523,8134652A0,0.01,Brazil Real,0.01,Brazil Real,ACH,0,0.0019303156066016792
2022/09/01 09:51,59033,815F8D890,59157,8162E66C0,0.06,Shekel,0.06,Shekel,ACH,0,0.017891754882958102
2022/09/01 09:59,163233,8175EF040,65300,818E4C2A0,1.72,Saudi Riyal,1.72,Saudi Riyal,ACH,0,0.45866666666666667
2022/09/01 09:49,28625,80EB594C1,28625,80EB594C0,1.6e-05,Bitcoin,0.19,US Dollar,ACH,0,0.19
2022/09/01 09:41,28625,80EB594C1,28625,80EB594C0,3.8e-05,Bitcoin,0.45,US Dollar,ACH,0,0.45
2022/09/01 09:51,134019,80F5E25F1,134019,80F5E25F0,5e-06,Bitcoin,0.06,US Dollar,Wire,0,0.06
2022/09/01 09:54,3653,805D391F1,3653,805D391F0,2.2e-05,Bitcoin,0.27,US Dollar,ACH,0,0.27
2022/09/01 09:56,3653,805D391F1,3653,805D391F0,1e-05,Bitcoin,0.12,US Dollar,Wire,0,0.12
2022/09/01 09:59,36392,8112A8E01,36392,8112A8E00,5e-06,Bitcoin,0.06,US Dollar,Wire,0,0.06
2022/09/01 09:31,36392,8112A8E01,36392,8112A8E00,4e-06,Bitcoin,0.04,US Dollar,ACH,0,0.04
2022/09/01 09:49,22086,80147C081,22086,80147C080,2e-06,Bitcoin,0.03,US Dollar,Wire,0,0.03
2022/09/01 09:55,22086,80147C081,22086,80147C080,1e-06,Bitcoin,0.01,US Dollar,ACH,0,0.01
2022/09/01 09:41,21260,801141221,21260,801141220,5e-06,Bitcoin,0.06,US Dollar,Wire,0,0.06
2022/09/01 09:43,21260,801141221,21260,801141220,2.6e-05,Bitcoin,0.31,US Dollar,ACH,0,0.31
2022/09/01 10:23,11,8000ECA90,21393,800AC5040,0.47,US Dollar,0.47,US Dollar,Wire,0,0.47
2022/09/01 10:13,3705,800E45640,1,800E43600,0.01,US Dollar,0.01,US Dollar,ACH,0,0.01
2022/09/01 10:20,22185,80100EE40,394,8006B4840,0.33,US Dollar,0.33,US Dollar,Wire,0,0.33
2022/09/01 10:12,21260,801AA7150,13354,801D4D9D0,0.84,US Dollar,0.84,US Dollar,ACH,0,0.84
2022/09/01 10:06,1277,80099C830,110821,804372930,0.76,US Dollar,0.76,US Dollar,Wire,0,0.76
2022/09/01 10:22,31375,80438A310,2368,8043889C0,0.01,US Dollar,0.01,US Dollar,ACH,0,0.01
2022/09/01 10:10,349,800249990,23319,8058264B0,0.04,US Dollar,0.04,US Dollar,ACH,0,0.04
2022/09/01 10:01,10416,803CDCF80,1807,80A1F9EC0,0.76,US Dollar,0.76,US Dollar,Wire,0,0.76
2022/09/01 10:18,221100,808275780,110777,80A622CF0,0.64,US Dollar,0.64,US Dollar,Wire,0,0.64
2022/09/01 10:00,2368,801186380,1638,80C7A5AA0,0.05,US Dollar,0.05,US Dollar,Wire,0,0.05
2022/09/01 10:10,218072,806E240E0,134085,80DD40CF0,0.6,US Dollar,0.6,US Dollar,ACH,0,0.6
2022/09/01 10:03,113317,80766E5E0,221284,80E1BDB40,0.37,US Dollar,0.37,US Dollar,ACH,0,0.37
2022/09/01 10:28,3560,80F118B40,12702,80F118730,0.04,US Dollar,0.04,US Dollar,ACH,0,0.04
2022/09/01 10:22,3718,811575D30,234717,8121FD5C0,0.1,US Dollar,0.1,US Dollar,ACH,0,0.1
2022/09/01 10:17,353586,8137E4E00,144315,8137C13F0,0.1,US Dollar,0.1,US Dollar,ACH,0,0.1
2022/09/01 10:06,366016,81824CDB0,234736,8181FAEE0,0.01,US Dollar,0.01,US Dollar,ACH,0,0.01
2022/09/01 10:04,11265,800B53130,142529,818A75BE0,0.33,US Dollar,0.33,US Dollar,Wire,0,0.33
2022/09/01 10:10,394,8009F63A0,11255,8196DA800,0.85,US Dollar,0.85,US Dollar,ACH,0,0.85
2022/09/01 10:22,370588,819DF49D0,146287,819DF5320,0.03,US Dollar,0.03,US Dollar,ACH,0,0.03
2022/09/01 10:27,20,8016595E0,12202,801B60060,0.07,Euro,0.07,Euro,Wire,0,0.06998600279944012
2022/09/01 10:20,12274,8017E8760,14851,801F518D0,0.94,Euro,0.94,Euro,Wire,0,0.9398120375924814
2022/09/01 10:26,34339,801F7B540,2557,802194050,0.01,Euro,0.01,Euro,ACH,0,0.009998000399920017
2022/09/01 10:26,425,80186EF50,14003,8032CB7F0,0.48,Euro,0.48,Euro,ACH,0,0.47990401919616077
2022/09/01 10:27,3724,80574AAC0,211012,80574D470,0.03,Euro,0.03,Euro,ACH,0,0.029994001199760048
2022/09/01 10:20,12503,801501E10,17289,808607270,0.05,Euro,0.05,Euro,ACH,0,0.04999000199960008
2022/09/01 10:07,600,8035419A0,14172,80D98AB00,0.07,Euro,0.07,Euro,Wire,0,0.06998600279944012
2022/09/01 10:16,223762,80BBFC1B0,215505,80EF17A90,0.25,Euro,0.25,Euro,Wire,0,0.2499500099980004
2022/09/01 10:27,33067,80E7166B0,21316,80F8CF7C0,0.42,Euro,0.42,Euro,ACH,0,0.41991601679664065
2022/09/01 10:28,320668,814218CB0,150317,814218E90,0.02,Euro,0.02,Euro,ACH,0,0.019996000799840034
2022/09/01 10:29,12055,802411EE0,117105,8150F8950,0.57,Euro,0.57,Euro,ACH,0,0.5698860227954409
2022/09/01 10:26,12055,802411EE0,117105,8150F8950,0.22,Euro,0.22,Euro,Wire,0,0.21995600879824037
2022/09/01 10:20,316351,816A51EB0,24562,816A51B90,0.01,Euro,0.01,Euro,ACH,0,0.009998000399920017
2022/09/01 10:26,212854,805622F50,32453,817C4EF10,0.47,Euro,0.47,Euro,ACH,0,0.4699060187962407
2022/09/01 10:21,212854,805622F50,32453,817C4EF10,0.89,Euro,0.89,Euro,Wire,0,0.8898220355928814
2022/09/01 10:03,349833,8188AD180,233640,8188AD090,0.44,Euro,0.44,Euro,ACH,0,0.43991201759648074
2022/09/01 10:13,17831,80E3351F0,17831,80E3351F0,0.46,Euro,0.54,US Dollar,ACH,0,0.54
2022/09/01 10:03,17831,80E3351F0,17831,80E3351F0,0.49,Euro,0.58,US Dollar,ACH,0,0.58
2022/09/01 10:23,17831,80E3351F0,17831,80E3351F0,0.08,Euro,0.1,US Dollar,ACH,0,0.1
2022/09/01 10:15,27356,8033CC130,15,80133DAB0,2.86,Yuan,2.86,Yuan,Wire,0,0.4144927536231884
2022/09/01 10:15,310581,803CFDF20,9735,803CE0390,0.01,Yuan,0.01,Yuan,ACH,0,0.0014492753623188406
2022/09/01 10:26,11,8044AF8F0,110164,804675E70,1.13,Yuan,1.13,Yuan,Wire,0,0.16376811594202897
2022/09/01 10:15,312480,809236220,27425,809236130,0.01,Yuan,0.01,Yuan,ACH,0,0.0014492753623188406
2022/09/01 10:19,5923,803D91A00,138046,8122C7A80,3.15,Yuan,3.15,Yuan,Wire,0,0.45652173913043476
2022/09/01 10:04,312080,8067654E0,13,80669C710,0.01,Yen,0.01,Yen,ACH,0,7.176690110521028e-05
2022/09/01 10:21,317968,806F61E90,17380,806F606F0,0.08,Yen,0.08,Yen,ACH,0,0.0005741352088416823
2022/09/01 10:15,318248,812609890,220421,812608EE0,0.03,Yen,0.03,Yen,ACH,0,0.0002153007033156308
2022/09/01 10:07,319828,808EDED90,119699,808EED5A0,0.01,Rupee,0.01,Rupee,ACH,0,0.00012571816501766338
2022/09/01 10:04,327369,809F50E10,24202,809F557A0,0.16,Rupee,0.16,Rupee,ACH,0,0.002011490640282614
2022/09/01 10:06,319735,80A1E9DC0,126843,80A1776B0,0.02,Rupee,0.02,Rupee,ACH,0,0.00025143633003532677
2022/09/01 10:28,25892,80A24CCC0,225897,80A7ADDA0,76.03,Rupee,76.03,Rupee,ACH,0,0.9558352086292948
2022/09/01 10:19,329084,80AAE1630,125103,80AAE3060,0.07,Rupee,0.07,Rupee,ACH,0,0.0008800271551236439
2022/09/01 10:27,235735,80D39EC50,235735,80D5DCBA0,0.07,Canadian Dollar,0.07,Canadian Dollar,ACH,0,0.05327245053272451
2022/09/01 10:18,235735,80D39EC50,235735,80D5DCBA0,0.08,Canadian Dollar,0.08,Canadian Dollar,Wire,0,0.060882800608828
2022/09/01 10:05,135933,80D87E090,16,80E0C3A80,0.88,Canadian Dollar,0.88,Canadian Dollar,ACH,0,0.669710806697108
2022/09/01 10:28,8,80CFF0350,236335,80E3BBDC0,0.29,Canadian Dollar,0.29,Canadian Dollar,Wire,0,0.2207001522070015
2022/09/01 10:03,342172,80F779240,241469,80F778700,0.01,Australian Dollar,0.01,Australian Dollar,ACH,0,0.006828735318219066
2022/09/01 10:27,212,80EFEA500,241503,80F7CB100,0.03,Australian Dollar,0.03,Australian Dollar,ACH,0,0.020486205954657197
2022/09/01 10:15,212,80EFEA500,241503,80F7CB100,0.04,Australian Dollar,0.04,Australian Dollar,Wire,0,0.027314941272876266
2022/09/01 10:12,41335,8100C0910,42234,8108CE110,0.85,Australian Dollar,0.85,Australian Dollar,Wire,0,0.5804425020486206
2022/09/01 10:27,346888,8111B5970,246269,8111B48F0,0.01,Mexican Peso,0.01,Mexican Peso,ACH,0,0.000495319233245827
2022/09/01 10:28,252477,813AA11C0,52898,813C61ED0,0.87,Swiss Franc,0.87,Swiss Franc,ACH,0,0.8877641608587843
2022/09/01 10:15,112,8156714B0,58138,81596B1C0,0.81,Shekel,0.81,Shekel,ACH,0,0.2415386909199344
2022/09/01 10:11,157948,815E4E900,59157,81620F460,0.9,Shekel,0.9,Shekel,Wire,0,0.26837632324437155
2022/09/01 10:29,257858,8165D7A90,59954,816963AE0,1.4,Shekel,1.4,Shekel,ACH,0,0.41747428060235575
2022/09/01 10:25,366784,818733AA0,263186,8187344A0,0.01,Saudi Riyal,0.01,Saudi Riyal,ACH,0,0.0026666666666666666
2022/09/01 10:00,110400,8135B5C01,110400,8135B5C00,5.1e-05,Bitcoin,4.02,Yuan,Wire,0,0.5826086956521738
2022/09/01 10:18,28932,8181585B1,28932,8181585B0,2e-06,Bitcoin,0.03,US Dollar,ACH,0,0.03
2022/09/01 10:27,28932,8181585B1,28932,8181585B0,7e-06,Bitcoin,0.08,US Dollar,ACH,0,0.08
2022/09/01 10:12,233005,80D383DE1,233005,80D383DE0,9e-06,Bitcoin,0.11,US Dollar,ACH,0,0.11
2022/09/01 10:15,233005,80D383DE1,233005,80D383DE0,5e-06,Bitcoin,0.06,US Dollar,ACH,0,0.06
2022/09/01 10:23,123520,80B895EB1,123520,80B895EB0,1.4e-05,Bitcoin,0.14,Euro,ACH,0,0.13997200559888023
2022/09/01 10:20,2860,801015AA1,2860,801015AA0,1e-06,Bitcoin,0.01,US Dollar,ACH,0,0.01
2022/09/01 10:53,20,800179890,349,8005C62E0,0.79,US Dollar,0.79,US Dollar,ACH,0,0.79
2022/09/01 10:34,11,800D1AD80,28932,804F52230,0.69,US Dollar,0.69,US Dollar,ACH,0,0.69
2022/09/01 10:37,1291,80042BEF0,22547,805442730,0.36,US Dollar,0.36,US Dollar,ACH,0,0.36
2022/09/01 10:55,1291,80042BEF0,22547,805442730,0.43,US Dollar,0.43,US Dollar,Wire,0,0.43
2022/09/01 10:37,110821,804256540,21260,8064F4DC0,0.18,US Dollar,0.18,US Dollar,ACH,0,0.18
2022/09/01 10:30,1,80132E300,8814,80854BBA0,0.58,US Dollar,0.58,US Dollar,ACH,0,0.58
2022/09/01 10:40,1,80132E300,8814,80854BBA0,0.53,US Dollar,0.53,US Dollar,Wire,0,0.53
2022/09/01 10:33,324307,809322CC0,17831,80931E330,0.01,US Dollar,0.01,US Dollar,ACH,0,0.01
2022/09/01 10:35,2196,8064571A0,18324,809509B80,0.76,US Dollar,0.76,US Dollar,ACH,0,0.76
2022/09/01 10:50,2860,8005B73A0,115771,80A4F0230,0.9,US Dollar,0.9,US Dollar,Wire,0,0.9
2022/09/01 10:37,330851,80B365680,24523,80B3654F0,0.01,US Dollar,0.01,US Dollar,ACH,0,0.01
2022/09/01 10:55,217073,80665E550,217073,80665E550,1.05,US Dollar,110.57,Yen,ACH,0,0.79352662552031
2022/09/01 10:38,22432,810C22410,43217,8117794E0,0.68,US Dollar,0.68,US Dollar,ACH,0,0.68
2022/09/01 10:58,336468,815B08860,336468,815B08860,0.02,US Dollar,0.02,Canadian Dollar,ACH,0,0.015220700152207
2022/09/01 10:38,115771,806194DE0,5855,816CF3FB0,0.03,US Dollar,0.03,US Dollar,Wire,0,0.03
2022/09/01 10:40,15194,805CD1C80,147509,81708F5E0,0.44,US Dollar,0.44,US Dollar,ACH,0,0.44
2022/09/01 10:50,19,80AFABC80,19,80AFABC80,0.55,US Dollar,43.16,Ruble,ACH,0,0.7149601603525104
2022/09/01 10:35,341119,81BF27900,262530,81BF27950,0.01,US Dollar,0.01,US Dollar,ACH,0,0.01
2022/09/01 10:36,11,80021E2E0,11,80021E2E0,0.66,Euro,0.77,US Dollar,ACH,0,0.77
2022/09/01 10:38,1768,8004940E0,5724,8027E76E0,0.64,Euro,0.64,Euro,Wire,0,0.6398720255948811
2022/09/01 10:31,34088,804CAA6D0,27737,804CA98C0,0.01,Euro,0.01,Euro,ACH,0,0.009998000399920017
2022/09/01 10:36,23726,80292EDE0,23848,804D96F50,0.06,Euro,0.06,Euro,ACH,0,0.059988002399520096
2022/09/01 10:51,6058,806C17E20,4308,8090B1D30,0.91,Euro,0.91,Euro,ACH,0,0.9098180363927215
2022/09/01 10:44,38548,8093398E0,25304,80939FBF0,0.01,Euro,0.01,Euro,ACH,0,0.009998000399920017
2022/09/01 10:31,329780,80C627320,118293,80C6234F0,0.01,Euro,0.01,Euro,ACH,0,0.009998000399920017
2022/09/01 10:36,15763,802FB70E0,235805,811B40110,0.71,Euro,0.71,Euro,ACH,0,0.7098580283943211
2022/09/01 10:50,359401,815AB0F00,24029,815AB0D20,0.04,Euro,0.04,Euro,ACH,0,0.03999200159968007
2022/09/01 10:31,35869,803AF8EF0,12,803AF7D20,0.01,Yuan,0.01,Yuan,ACH,0,0.0014492753623188406
2022/09/01 10:33,310263,802C33790,26,802C33740,0.01,Yuan,0.01,Yuan,ACH,0,0.0014492753623188406
2022/09/01 10:55,9856,80496F480,11587,80502F680,1.3,Yuan,1.3,Yuan,Wire,0,0.18840579710144928
2022/09/01 10:56,311522,80E3EFC20,12066,80E3F1F20,0.01,Yuan,0.01,Yuan,ACH,0,0.0014492753623188406
2022/09/01 10:44,315610,80699C370,17380,80699CF50,0.03,Yen,0.03,Yen,ACH,0,0.0002153007033156308
2022/09/01 10:39,322056,808404400,20511,808409850,0.15,Yen,0.15,Yen,ACH,0,0.001076503516578154
2022/09/01 10:56,18,80452F4B0,116914,8086B4B40,80.7,Yen,80.7,Yen,Wire,0,0.5791588919190469
2022/09/01 10:30,318225,81A7EC490,29592,81A7E9560,0.02,Yen,0.02,Yen,ACH,0,0.00014353380221042057
2022/09/01 10:57,325837,809696DD0,23494,809689B50,0.01,Rupee,0.01,Rupee,ACH,0,0.00012571816501766338
2022/09/01 10:58,2,808C2F3E0,124503,809791C40,1.91,Rupee,1.91,Rupee,ACH,0,0.02401216951837371
2022/09/01 10:50,2,808C2F3E0,124503,809791C40,1.8,Rupee,1.8,Rupee,Wire,0,0.02262926970317941
2022/09/01 10:55,326992,80A0CAC80,25526,80A0D1DB0,0.04,Rupee,0.04,Rupee,ACH,0,0.0005028726600706535
2022/09/01 10:56,328046,80A38B680,27162,80A38B180,0.08,Rupee,0.08,Rupee,ACH,0,0.001005745320141307
2022/09/01 10:49,324416,80E8910B0,24816,80E8904D0,0.01,Rupee,0.01,Rupee,ACH,0,0.00012571816501766338
2022/09/01 10:31,319828,80ED32330,224943,80EA3E4A0,0.01,Rupee,0.01,Rupee,ACH,0,0.00012571816501766338
2022/09/01 10:34,331052,80B52AC00,285,80B52E8A0,1.16,Ruble,1.16,Ruble,ACH,0,0.01921579671012308
2022/09/01 10:30,330398,80C1ADBC0,18,80BF36610,0.11,Ruble,0.11,Ruble,ACH,0,0.0018221876190633957
2022/09/01 10:53,336592,80E024520,38023,80E024210,0.01,Canadian Dollar,0.01,Canadian Dollar,ACH,0,0.0076103500761035
2022/09/01 10:47,136474,80D9D4770,138426,80E2B3780,0.68,Canadian Dollar,0.68,Canadian Dollar,ACH,0,0.517503805175038
2022/09/01 10:49,212,80F0CA4F0,212,80F7C3740,0.19,Australian Dollar,0.19,Australian Dollar,Wire,0,0.12974597104616226
2022/09/01 10:44,142223,80F7EB550,141465,8104E6840,0.14,Australian Dollar,0.14,Australian Dollar,ACH,0,0.09560229445506693
2022/09/01 10:51,142223,80F7EB550,141465,8104E6840,0.16,Australian Dollar,0.16,Australian Dollar,Wire,0,0.10925976509150506
2022/09/01 10:40,13,810E56D30,245729,810EF0430,16.98,Mexican Peso,16.98,Mexican Peso,ACH,0,0.8410520580514141
2022/09/01 10:32,346663,8111DD6C0,246269,8111DB960,0.04,Mexican Peso,0.04,Mexican Peso,ACH,0,0.001981276932983308
2022/09/01 10:49,347108,811453590,246528,811453540,0.01,Mexican Peso,0.01,Mexican Peso,ACH,0,0.000495319233245827
2022/09/01 10:53,347090,8154CC920,147006,8154CBF70,0.01,Mexican Peso,0.01,Mexican Peso,ACH,0,0.000495319233245827
2022/09/01 10:38,249523,812695720,11,813477530,3.23,Brazil Real,3.23,Brazil Real,ACH,0,0.6234919409323424
2022/09/01 10:40,112,8135FE590,154228,813EBE5A0,0.96,Swiss Franc,0.96,Swiss Franc,Wire,0,0.9796018326717619
2022/09/01 10:30,59847,816783B30,112,81677CB30,3.0,Shekel,3.0,Shekel,ACH,0,0.8945877441479052
2022/09/01 10:31,216,81730B150,63587,8174D89C0,0.82,Saudi Riyal,0.82,Saudi Riyal,ACH,0,0.21866666666666665
2022/09/01 10:52,115,817551900,63587,8175DB870,0.6,Saudi Riyal,0.6,Saudi Riyal,Wire,0,0.16
2022/09/01 10:48,263025,817385330,163897,8179BB6A0,3.29,Saudi Riyal,3.29,Saudi Riyal,ACH,0,0.8773333333333333
2022/09/01 10:37,39265,817991B20,39265,817991B20,0.06,Saudi Riyal,0.12,Yuan,ACH,0,0.017391304347826084
2022/09/01 10:52,364710,817AF4850,163897,817AFC2F0,0.04,Saudi Riyal,0.04,Saudi Riyal,ACH,0,0.010666666666666666
2022/09/01 10:46,18,81739E770,263431,817D4DE50,0.08,Saudi Riyal,0.08,Saudi Riyal,ACH,0,0.021333333333333333
2022/09/01 10:43,216,817DD91A0,265216,818751520,2.17,Saudi Riyal,2.17,Saudi Riyal,ACH,0,0.5786666666666667
2022/09/01 10:34,216,817DD91A0,265216,818751520,1.07,Saudi Riyal,1.07,Saudi Riyal,Wire,0,0.2853333333333333
2022/09/01 10:48,214342,8167FBBF1,214342,8167FBBF0,2.1e-05,Bitcoin,0.25,US Dollar,ACH,0,0.25
2022/09/01 10:45,394,800218631,394,800218630,2e-06,Bitcoin,0.02,US Dollar,Wire,0,0.02
2022/09/01 10:36,394,800218631,394,800218630,1e-06,Bitcoin,0.01,US Dollar,ACH,0,0.01
2022/09/01 10:55,8,80CB694C1,8,80CB694C0,2e-06,Bitcoin,0.02,UK Pound,Wire,0,0.023182492581602373
2022/09/01 10:42,8,80CB694C1,8,80CB694C0,2e-06,Bitcoin,0.02,UK Pound,Wire,0,0.023182492581602373
2022/09/01 10:31,23571,80ADBA9E1,23571,80ADBA9E0,2e-06,Bitcoin,0.03,US Dollar,Wire,0,0.03
2022/09/01 10:43,23571,80ADBA9E1,23571,80ADBA9E0,1e-06,Bitcoin,0.01,US Dollar,ACH,0,0.01
2022/09/01 11:09,3237,80079BEB0,1231,800799780,0.01,US Dollar,0.01,US Dollar,ACH,0,0.01
2022/09/01 11:13,33149,8012195A0,1439,800F7D7F0,0.01,US Dollar,0.01,US Dollar,ACH,0,0.01
2022/09/01 11:08,1277,80080E9B0,6314,8057FE0B0,0.19,US Dollar,0.19,US Dollar,Wire,0,0.19
