From Bank,Account,To Bank,Account.1,Amount Paid
16262,80B02A680,16262,80B02A680,18.16
215571,80B02F7A0,215571,80B02F7A0,10.84
118840,80B0308F0,118840,80B0308F0,23.65
22224,80B031110,22224,80B031110,14.99
116703,80B031920,116703,80B031920,8.45
1291,80B032CF0,1291,80B032CF0,20.37
221024,80B034A10,221024,80B034A10,12.32
26179,80B035900,26179,80B035900,7.4
217862,80B035AE0,22129,800D8B3D0,20.47
124049,80B036EA0,124049,80B036EA0,4.5
12,80B0335A0,12,80B0335A0,10.18
16584,80B034820,16584,80B034820,24.73
115771,80B034E80,115771,80B034E80,15.88
23571,80B039060,23571,80B039060,21.96
25281,80B039950,25281,80B039950,7.97
213123,80B03A730,213123,80B03A730,7.43
1291,80B03B780,1291,80B03B780,7.36
21438,80B030660,3440,801B83CC0,3.8
3100,80B038D60,3100,80B038D60,15.65
219705,80B03DD50,219705,80B03DD50,10.05
1807,80B03EA70,1807,80B03EA70,11.59
9715,80B03F9D0,9715,80B03F9D0,15.35
15331,80B03FD70,15331,80B03FD70,10.79
328293,80B040D50,8801,80B040C60,0.04
223550,80B0407D0,223550,80B0407D0,23.53
119927,80B040390,119927,80B040390,8.58
3500,80B041440,3500,80B041440,16.1
32023,80B024AD0,217798,80B0242D0,0.02
121335,80B024850,121335,80B024850,20.71
219782,80B025070,219782,80B025070,6.58
214527,80B025110,214527,80B025110,21.92
129402,80B03FB70,115114,80E99D000,0.79
126223,80B0436D0,126223,80B0436D0,9.37
3533,80B0473C0,3533,80B0473C0,16.84
218057,80B0492B0,218057,80B0492B0,22.12
1291,80B05CA10,1291,80B05CA10,10.41
23410,80B05D490,231651,818451410,23.7
17831,80B05E080,17831,80B05E080,14.7
330349,80B061400,16263,80B0603F0,0.01
12063,80B0601C0,12063,80B0601C0,18.07
126413,80B062050,126413,80B062050,29.21
126413,80B062050,126413,80B062050,18.22
220015,80B047040,220015,80B047040,9.89
18247,80B0479A0,18247,80B0479A0,23.76
16739,80B047D90,5571,80939B830,16.53
220822,80B0483D0,220822,80B0483D0,24.56
11770,80B049B00,11770,80B049B00,9.98
124126,80B05E6B0,124126,80B05E6B0,18.79
1120,80B05EBA0,1120,80B05EBA0,12.63
29264,80B062E90,29264,80B062E90,13.94
128098,80B046770,128098,80B046770,29.41
3653,80B046220,3653,80B046220,18.27
21393,80B070FF0,21393,80B070FF0,22.61
121013,80B070DF0,121013,80B070DF0,23.58
16262,80B0700B0,16262,80B0700B0,11.34
229512,80B0732F0,229512,80B0732F0,5.28
219687,80B0742B0,219687,80B0742B0,23.37
21414,80B06EF70,21414,80B06EF70,17.89
122967,80B083F40,122967,80B083F40,6.31
11671,80B083F90,246656,818C9D070,5.86
124173,80B0941F0,124173,80B0941F0,12.46
122996,80B099130,122996,80B099130,21.01
126413,80B09AD50,126413,80B09AD50,18.36
21438,80B09A970,219054,80B421370,8.37
215456,80B09B560,215456,80B09B560,11.44
214867,80B09CE60,214867,80B09CE60,5.81
24633,80B097DE0,24633,80B097DE0,10.25
25281,80B097ED0,25281,80B097ED0,17.83
8318,80B099900,8318,80B099900,6.06
16866,80B09EA70,16866,80B09EA70,6.11
13243,80B0A1EB0,15355,804C9F5A0,18.07
13243,80B0A0BD0,13243,80B0A0BD0,14.07
121335,80B0A3600,121335,80B0A3600,12.1
23747,80B0A4D70,23747,80B0A4D70,15.13
17803,80B0A58A0,17803,80B0A58A0,13.01
22364,80B0A59E0,22364,80B0A59E0,4.43
13210,80B0A4950,13210,80B0A4950,14.22
126631,80B0A5E50,1422,8004B9A80,4.31
126688,80B0A90A0,126688,80B0A90A0,16.98
222470,80B0A7770,222470,80B0A7770,15.61
3718,80B0A7A30,24523,803EB88A0,18.88
110821,80B0A7EE0,110821,80B0A7EE0,13.47
126688,80B0A90A0,126688,80B0A90A0,9.53
27915,80B0A90F0,27915,80B0A90F0,17.88
13354,80B0A9F30,13354,80B0A9F30,13.43
220916,80B0A9FD0,220916,80B0A9FD0,21.44
330421,80B0ADBD0,25281,80B0ADDA0,0.01
118536,80B0B14B0,118536,80B0B14B0,38.85
12592,80B0B1260,12592,80B0B1260,19.16
23747,80B0B1B60,23747,80B0B1B60,22.48
113002,80B0B2540,113002,80B0B2540,17.74
330457,80B0D1240,29448,80B0D0FC0,0.01
21393,80B0D02B0,21393,80B0D02B0,13.04
1439,80B0D0440,19325,808CF4D90,5.56
27009,80B0D7520,2175,8019C6090,2.37
21939,80B0DC0A0,21939,80B0DC0A0,11.31
3100,80B0F2DF0,3100,80B0F2DF0,22.91
23760,80B0F4D20,23760,80B0F4D20,3.16
328293,80B0F54C0,25526,80B0F4B30,0.01
110777,80B0F65A0,110777,80B0F65A0,18.96
110856,80B0F85D0,110856,80B0F85D0,16.17
18840,80B0FC7E0,18840,80B0FC7E0,17.88
311126,80B0F99D0,311126,80B0F99D0,9.21
33103,80B0FCE70,119927,80B0FA050,0.01
221284,80B0F9000,221284,80B0F9000,17.45
122967,80B0FBA80,21260,800E96E10,18.17
16866,80B0FD450,16866,80B0FD450,16.22
225862,80B0FF750,225862,80B0FF750,22.53
21414,80B0FFEE0,21414,80B0FFEE0,17.45
117301,80B0F7190,117301,80B0F7190,13.37
16262,80B0F7AE0,16262,80B0F7AE0,24.18
215721,80B0F7B30,215721,80B0F7B30,14.66
30061,80B0F7C20,30061,80B0F7C20,3.35
394,80B1033F0,394,80B1033F0,13.15
16456,80B0F4260,16456,80B0F4260,7.35
22547,80B0F4300,22547,80B0F4300,23.82
12204,80B0F4880,12204,80B0F4880,9.77
12063,80B107AB0,12063,80B107AB0,15.16
18324,80B1062B0,18324,80B1062B0,5.32
221100,80B104A40,221100,80B104A40,6.84
215107,80B10B380,215107,80B10B380,14.01
11222,80B10B420,11222,80B10B420,5.34
116648,80B10B4C0,116648,80B10B4C0,11.87
219975,80B10BD60,219975,80B10BD60,11.17
228849,80B10C730,228849,80B10C730,22.6
15194,80B10D220,15194,80B10D220,6.53
216492,80B10DB20,216492,80B10DB20,8.1
217226,80B10E780,217226,80B10E780,23.4
13474,80B10F8F0,13474,80B10F8F0,15.38
119174,80B111190,119174,80B111190,13.62
12204,80B112EE0,12204,80B112EE0,4.81
26179,8061C90F0,26179,8061C90F0,7.83
128019,80AD0D3F0,128019,80AD0D3F0,8.85
216492,80B1191A0,216492,80B1191A0,10.71
26179,80B119420,26179,80B119420,11.45
116648,80B119CC0,116648,80B119CC0,7.26
27155,80B117250,27155,80B117250,49.53
223057,80B114E80,223057,80B114E80,9.57
217717,80B117020,217717,80B117020,7.5
27155,80B117250,27155,80B117250,22.12
121013,80B117430,121013,80B117430,10.95
8801,80B1176B0,8801,80B1176B0,11.36
215239,80B1128E0,215239,80B1128E0,21.93
228849,80B11D450,228849,80B11D450,14.33
24063,80B11DF70,24063,80B11DF70,22.91
18493,80B1203C0,4894,802061810,40.12
1277,80B120BE0,1277,80B120BE0,22.55
116648,80B1239C0,116648,80B1239C0,19.94
22224,80B122DB0,1807,805E4DF20,42.49
29158,80B123500,29158,80B123500,16.24
214111,80B123550,214111,80B123550,3.86
117916,80B1237D0,117916,80B1237D0,16.42
13243,80B126200,13243,80B126200,19.52
17831,80B128D00,17831,80B128D00,19.95
119927,80B129120,119927,80B129120,7.64
126688,80B129DD0,126688,80B129DD0,36.72
18324,80B0F0660,18324,80B0F0660,18.65
27009,80B0F1E30,27009,80B0F1E30,7.77
126223,80B0F38C0,126223,80B0F38C0,20.41
18665,80B10E540,18665,80B10E540,19.69
122967,80B110F70,122996,80AB70AB0,31.74
21828,80B111510,21828,80B111510,3.81
18656,80B111BD0,22031,80CDBB2B0,11.85
122779,80B111C20,111913,81ADD8870,7.23
212996,80B120FE0,212996,80B120FE0,18.62
28958,80B126EB0,42838,812830160,28.67
17256,80B13BC70,17256,80B13BC70,3.48
16456,80B13B400,16456,80B13B400,6.22
28958,80B13F3A0,28958,80B13F3A0,15.42
119927,80B13DC90,119927,80B13DC90,13.31
1439,80B13E2C0,1439,80B13E2C0,18.27
218057,80B13E450,218057,80B13E450,23.67
19085,80B13EC70,11265,813220820,19.16
127980,80B13F6B0,127980,80B13F6B0,14.34
119927,80B153FE0,119927,80B153FE0,16.72
19561,80B156F90,19561,80B156F90,21.65
15194,80B158910,15194,80B158910,23.62
21939,80B15A620,21939,80B15A620,4.22
21547,80B15C490,21547,80B15C490,14.89
21939,80B15E130,21939,80B15E130,11.19
216093,80B161680,216093,80B161680,4.82
2545,80B161770,2545,80B161770,18.76
22086,80B1646F0,22086,80B1646F0,16.01
6809,80B166910,6809,80B166910,14.11
226290,80B1671E0,226290,80B1671E0,18.22
125980,80B1675A0,125980,80B1675A0,21.44
122788,80B168370,122788,80B168370,4.73
117694,80B1696B0,117694,80B1696B0,22.11
18324,80B169DD0,18324,80B169DD0,7.26
31322,80B16A040,31322,80B16A040,20.34
117694,80B164200,117694,80B164200,4.97
11968,80B164250,11968,80B164250,7.21
216796,80B15DBD0,216796,80B15DBD0,16.66
224231,80B160B10,224231,80B160B10,17.13
22595,80B16F3A0,22595,80B16F3A0,8.95
18656,80B16F490,18656,80B16F490,8.6
127530,80AD72930,127530,80AD72930,8.0
23041,80B173480,23041,80B173480,6.98
1120,80B1746D0,1120,80B1746D0,7.01
118699,80B173110,118699,80B173110,23.15
2692,80B174E60,2692,80B174E60,16.24
224,80B175BC0,224,80B175BC0,3.03
127530,80B1772F0,127530,80B1772F0,23.37
19561,80B1720B0,19561,80B1720B0,10.01
228849,80B172810,215766,81B240890,49.92
126588,80B175740,126588,80B175740,12.91
128097,80B1760B0,128097,80B1760B0,18.73
22432,80B176A90,22432,80B176A90,19.54
28865,80AD6A930,120364,80B179C00,39.23
224,80B17B690,224,80B17B690,21.41
18493,80B17F810,18493,80B17F810,48.61
11047,80B17F680,11047,80B17F680,23.36
21260,80B1806A0,21260,80B1806A0,19.09
212996,80B181210,212996,80B181210,19.23
31510,80B15BD10,220822,80B182640,0.01
33852,80B182BE0,16262,80B16E000,0.01
118536,80B1533F0,118536,80B1533F0,22.89
3100,80B153440,3100,80B153440,17.11
11661,80B154E60,11661,80B154E60,24.1
219705,80B154FF0,219705,80B154FF0,13.85
11,80B155BC0,11,80B155BC0,24.81
216796,80B156160,216796,80B156160,12.51
115943,80B1562A0,115943,80B1562A0,12.7
226436,80B157840,226436,80B157840,17.63
16262,80B16E000,16262,80B16E000,15.11
115771,80B17AD30,14595,80F177A40,1.32
226660,80B17BE00,226660,80B17BE00,24.43
113002,80B17BEF0,113002,80B17BEF0,7.59
110856,80B182230,110856,80B182230,18.12
113016,80B182730,113016,80B182730,4.33
19325,80B1A9BF0,19325,80B1A9BF0,8.88
119593,80B1AE470,119593,80B1AE470,3.03
8488,808D51220,21130,80B1CC5A0,25.57
14648,80B1E9B70,14648,80B1E9B70,24.08
14648,80B1E9B70,14648,80B1E9B70,3.53
117694,80B1EA790,129050,815118190,0.76
18665,80B1EB870,18665,80B1EB870,49.62
3533,80B1EBCF0,3533,80B1EBCF0,22.6
11337,80B1EB1D0,11337,80B1EB1D0,12.57
1422,80B1EB270,1422,80B1EB270,20.58
215456,80B1EB590,215456,80B1EB590,16.35
16679,80B1E9130,16679,80B1E9130,19.64
118681,80B1E4C30,22106,809E7BFC0,22.21
22224,80B1E6C80,22224,80B1E6C80,23.67
23760,80B1E6E10,23760,80B1E6E10,9.66
215456,80B1E6E60,215456,80B1E6E60,20.85
116473,80B1E7DF0,116473,80B1E7DF0,17.06
5571,80B1E7F30,5571,80B1E7F30,14.37
20592,80B1E8020,20592,80B1E8020,16.01
12063,80B1E8110,12063,80B1E8110,4.79
115128,80B1E81B0,115128,80B1E81B0,20.46
1231,80B1ED610,11046,801E205E0,10.61
119174,80B1F2390,119174,80B1F2390,23.88
124049,80B1EF830,124049,80B1EF830,7.23
9715,80B1F0730,9715,80B1F0730,7.75
117916,80B1F0CB0,117916,80B1F0CB0,7.87
25526,80B1F31F0,25526,80B1F31F0,20.78
13821,80B21E250,13821,80B21E250,15.34
118681,80B225A50,118681,80B225A50,6.25
11047,80B22B470,11047,80B22B470,9.11
6809,80B2DD6A0,6809,80B2DD6A0,10.51
219782,80B2E1980,219782,80B2E1980,3.79
1812,80B2E1840,1812,80B2E1840,6.7
16679,80B2E1890,16679,80B2E1890,13.55
12592,80B2E9830,12592,80B2E9830,17.72
110856,80B2E9640,110856,80B2E9640,17.93
24950,80B2ED200,24950,80B2ED200,9.99
219425,80B2ED2F0,19085,80A5597F0,45.51
28168,80B2EE190,28168,80B2EE190,14.34
215187,80B2EE770,215187,80B2EE770,9.82
8318,80B2EE960,8318,80B2EE960,9.03
6045,80B2EF050,6045,80B2EF050,23.08
18665,80B2F0D00,18665,80B2F0D00,15.08
118840,80B2F1870,118840,80B2F1870,16.25
1439,80B2F2290,1439,80B2F2290,20.42
212730,80B2F3170,212730,80B2F3170,15.97
70,10042B660,28168,80B2F3580,43.39
11671,80B2F92B0,11671,80B2F92B0,19.9
219975,80B2F96C0,219975,80B2F96C0,11.88
228849,80B2FD3F0,228849,80B2FD3F0,5.68
121007,80B2FD8D0,121007,80B2FD8D0,8.93
25242,80B2FE2B0,25242,80B2FE2B0,12.62
11968,80B2FCE40,11968,80B2FCE40,10.89
22364,80B2FCF80,22364,80B2FCF80,14.42
319369,80B2FECD0,229487,80B2FB9C0,0.01
15680,80B2FF980,15680,80B2FF980,4.99
2175,80B2FF460,2175,80B2FF460,39.27
224231,80A52E630,224231,80A52E630,23.75
21414,80B301F80,21414,80B301F80,3.87
16584,80B3038B0,16584,80B3038B0,26.65
4894,80B305D30,4894,80B305D30,13.92
19229,80B306B80,19229,80B306B80,22.42
3533,80B307320,3533,80B307320,5.6
22129,80B307B00,22129,80B307B00,5.84
217717,80B307010,217717,80B307010,13.81
13125,80B308870,13125,80B308870,8.31
26179,80B309920,26179,80B309920,3.65
122996,80B309C60,122996,80B309C60,23.36
8318,80B308D80,8318,80B308D80,22.77
215191,80B309F20,215191,80B309F20,11.52
118840,80B30B410,118840,80B30B410,3.16
14133,80B30EBC0,14133,80B30EBC0,15.02
219054,80B310410,219054,80B310410,14.54
229619,80B315FB0,229619,80B315FB0,24.23
228849,80B3161A0,228849,80B3161A0,17.57
119593,80B315830,119593,80B315830,4.69
118314,80B317130,118314,80B317130,9.11
215191,80B318CF0,215191,80B318CF0,12.6
14595,80B318D40,14595,80B318D40,5.7
22432,80B3193D0,22432,80B3193D0,10.19
6045,80B318730,6045,80B318730,14.16
11661,80B319690,11661,80B319690,10.12
311804,80B317C70,311804,80B317C70,48.71
330802,80B317D10,21438,80B30CEC0,0.07
219705,80B314D00,219705,80B314D00,20.99
19589,80B3150B0,19589,80B3150B0,11.64
15331,80B31B890,15331,80B31B890,23.31
224,80B30B120,224,80B30B120,20.53
28644,80B31D060,28644,80B31D060,8.99
14408,80B31CC90,14408,80B31CC90,14.85
18747,80B30AB20,18747,80B30AB20,18.2
15331,80B31F640,15331,80B31F640,13.44
116648,80B31E760,116648,80B31E760,16.83
23410,80B322860,1889,8015AC330,8.48
120280,80B324BA0,120280,80B324BA0,5.45
12,80B325410,531,8012F8970,37.55
12,80B326C30,12,80B326C30,13.59
22890,80B329630,22890,80B329630,17.27
14408,80B32A6D0,14408,80B32A6D0,4.11
15783,80B32A9E0,15783,80B32A9E0,42.96
2368,80B3298F0,2368,80B3298F0,23.32
19561,80B329A30,19561,80B329A30,22.21
24999,80B329AD0,30061,8180998E0,9.29
229026,80B322560,229026,80B322560,5.14
226851,80B323640,226851,80B323640,18.87
116648,80B324470,116648,80B324470,13.94
28168,80B324960,28168,80B324960,21.64
120280,80B32B270,120280,80B32B270,15.39
3533,80B32D2D0,3533,80B32D2D0,23.07
121335,80B32E0B0,121335,80B32E0B0,17.61
11265,80B32FAC0,11265,80B32FAC0,4.72
6045,80B332EC0,6045,80B332EC0,19.99
19229,80B33C900,19229,80B33C900,13.75
24950,80B33CE00,24950,80B33CE00,15.43
115114,80B33D450,115114,80B33D450,18.45
28393,80B33E000,28393,80B33E000,23.47
122788,80B33DD70,115943,8088AD810,1.6
11337,80B340530,11337,80B340530,5.02
15875,80B33FD20,15875,80B33FD20,4.93
217226,80B345030,217226,80B345030,11.58
29448,80B344DA0,30515,80EB46B90,9.16
329925,80B34B200,15786,80B34C2D0,0.01
3440,80B34B340,3440,80B34B340,18.52
21414,80B35C9F0,21414,80B35C9F0,6.26
1,80B35C7A0,1,80B35C7A0,15.29
28102,80B35CE90,28102,80B35CE90,21.14
119174,80B365A90,119174,80B365A90,21.28
127530,80B366360,127530,80B366360,22.28
27967,80B3680B0,27967,80B3680B0,11.39
214107,80B3658A0,214107,80B3658A0,13.22
220916,80996A750,220916,80996A750,24.65
229619,80B36A630,229619,80B36A630,24.45
16739,80B371E00,16739,80B371E00,10.46
13703,80B373000,13703,80B373000,6.06
3202,80B373440,3202,80B373440,17.94
29264,80B36BAB0,29264,80B36BAB0,20.7
124222,80B383B90,124222,80B383B90,6.21
3440,80B3840D0,3440,80B3840D0,20.85
21647,80B3838B0,21647,80B3838B0,17.03
24063,80B383000,24063,80B383000,11.34
11222,808548060,18990,80B38CFB0,48.05
210472,80B38C300,210472,80B38C300,9.01
24999,80B31DF00,24999,80B31DF00,36.99
329925,80B38D610,5687,80B2F9980,0.01
124682,80B2F9A70,124682,80B2F9A70,11.15
11337,80B305FA0,37022,80EE85CA0,15.05
24999,80B31DF00,24999,80B31DF00,14.81
16262,80B3215F0,16262,80B3215F0,10.77
110777,80B32D800,110777,80B32D800,11.95
122459,80B3311D0,122459,80B3311D0,10.35
4790,80B331E00,11,8003C62B0,5.09
25242,80B36A140,37022,80EE85CA0,14.48
17803,80B36AE60,17803,80B36AE60,4.96
215239,80B36B180,215239,80B36B180,22.38
122967,80B38D7E0,122967,80B38D7E0,23.15
312407,80B3926D0,3100,80B392450,0.01
129402,80B390B70,129402,80B390B70,24.72
217862,80B394800,217862,80B394800,6.77
224,80B397540,224,80B397540,9.29
219788,80B39A100,219788,80B39A100,7.12
18903,80B39A880,18903,80B39A880,6.31
224231,80B39AAF0,224231,80B39AAF0,17.58
220916,80B39ABE0,220916,80B39ABE0,12.95
220916,80B39ABE0,220916,80B39ABE0,16.16
22086,80B39BF60,22086,80B39BF60,11.69
116342,80B39E190,116342,80B39E190,7.61
119973,80B39F260,119973,80B39F260,11.88
229619,80B3A1160,229619,80B3A1160,16.72
30515,80B3A16D0,30515,80B3A16D0,12.81
328564,80B3A0770,215107,80B3A0720,0.04
216796,80B3A2E90,216796,80B3A2E90,3.13
1110,80B3A3AE0,1110,80B3A3AE0,3.41
116473,80B3A3B30,116473,80B3A3B30,17.95
11661,80B3A37B0,11661,80B3A37B0,24.76
226290,80B3A38A0,226290,80B3A38A0,23.94
2545,80B3A2840,2545,80B3A2840,24.26
29158,80B3A27A0,29158,80B3A27A0,9.16
116342,80B3A8E40,116342,80B3A8E40,10.06
121007,80B3A9910,121007,80B3A9910,21.09
21547,80B3ABCD0,21547,80B3ABCD0,22.75
21566,80B3AE0F0,21566,80B3AE0F0,19.01
28644,80B395F70,28644,80B395F70,13.67
116342,80B396240,116342,80B396240,13.91
22432,80B39C750,22432,80B39C750,21.04
220188,80B39CD80,220188,80B39CD80,14.66
216492,80B39F520,216492,80B39F520,22.91
225862,80B3A44F0,225862,80B3A44F0,4.33
29915,80B3AA0C0,118314,80BEB79D0,22.94
3202,80B3AA6F0,3202,80B3AA6F0,21.26
29915,80B3AC8C0,29915,80B3AC8C0,21.65
16263,80B393CD0,16263,80B393CD0,22.38
112568,80B3B4D40,112568,80B3B4D40,22.87
126883,80A1FDF50,126883,80A1FDF50,20.53
8801,80B3B6560,8801,80B3B6560,24.02
114954,80B3B9530,114954,80B3B9530,19.82
221024,80B3C3470,221024,80B3C3470,17.54
226624,80B3C3EC0,226624,80B3C3EC0,6.02
8318,80B3C61D0,8318,80B3C61D0,13.8
2368,80B3C6ED0,2368,80B3C6ED0,9.61
5033,80B3C6F20,5033,80B3C6F20,20.14
128019,80B3CB110,128019,80B3CB110,19.02
5617,80B3CCFB0,5617,80B3CCFB0,23.87
119174,80B3CE9B0,119174,80B3CE9B0,27.97
1291,80B3CE820,1291,80B3CE820,15.41
18671,80B3CEF50,18671,80B3CEF50,15.31
11495,80B3CEFA0,11495,80B3CEFA0,11.47
12966,80B3CF8C0,12966,80B3CF8C0,20.07
2860,80B3D02C0,2860,80B3D02C0,17.26
120336,80B3CFEA0,120336,80B3CFEA0,11.89
226151,80B3D1150,226151,80B3D1150,39.77
33108,80B3D3010,227639,80B3D0CA0,0.01
22086,80B3D0DE0,22086,80B3D0DE0,24.12
3597,80B3D11F0,234717,8123B36E0,4.45
217717,80B3D6040,217717,80B3D6040,14.9
228752,80B3D6F80,228752,80B3D6F80,3.8
19325,80B3D8AC0,19325,80B3D8AC0,10.04
220188,80B3CBF20,220188,80B3CBF20,9.13
219425,80B3CBFC0,219425,80B3CBFC0,18.68
23319,80B3D6760,1422,800987130,2.6
17831,80B3D7970,17831,80B3D7970,18.43
4790,80B3D8720,4790,80B3D8720,14.1
116342,80B3C31C0,116342,80B3C31C0,21.1
25526,80B3C3260,25526,80B3C3260,24.09
217862,80B3C4E30,217862,80B3C4E30,16.91
29264,80B3DA9B0,29264,80B3DA9B0,15.02
16584,80B3E46A0,16584,80B3E46A0,6.41
320431,80B3EB620,117916,80B3EB5D0,0.01
30061,80B3F7CB0,30061,80B3F7CB0,29.83
30061,80B3F7CB0,30061,80B3F7CB0,16.61
33359,80B3F92C0,3202,80B3F8E80,0.04
118699,80B3F8A40,118699,80B3F8A40,6.64
21547,80B3F9C70,21547,80B3F9C70,9.82
18493,80B3FAFB0,18493,80B3FAFB0,6.62
19085,80B3FBD80,19085,80B3FBD80,3.65
16679,80B3FC420,16679,80B3FC420,15.86
1639,80B3FD200,1639,80B3FD200,23.8
6314,80B3FDF40,6314,80B3FDF40,23.92
22595,80B3FF5C0,22595,80B3FF5C0,22.87
229487,80B3FF700,229487,80B3FF700,10.77
8106,80B3FFD10,8106,80B3FFD10,15.01
117301,80B401C40,117301,80B401C40,22.12
13474,80B401A00,13474,80B401A00,4.46
18903,80B400F00,18903,80B400F00,22.74
29448,80B3FADC0,29448,80B3FADC0,11.44
223057,80B3FDD50,223057,80B3FDD50,19.16
18270,80B404C80,18270,80B404C80,5.83
215571,80B4055A0,215571,80B4055A0,15.65
212996,80B412780,212996,80B412780,23.04
15875,80B413730,15875,80B413730,21.97
1277,80B415A50,1277,80B415A50,15.26
226151,80B417590,226151,80B417590,9.06
115216,80B418250,115216,80B418250,11.12
22124,80B418AF0,22124,80B418AF0,23.85
110821,80B41C430,110821,80B41C430,6.63
128098,80B41E040,128098,80B41E040,3.69
16679,80B420D10,16679,80B420D10,16.4
29264,80B422370,29264,80B422370,16.1
5855,80B4247D0,5855,80B4247D0,22.98
5206,80B425A00,5206,80B425A00,21.96
1110,80B427C40,1110,80B427C40,4.88
121335,80B428F60,121335,80B428F60,9.48
26179,80B428FB0,26179,80B428FB0,24.04
11046,80B429750,11046,80B429750,16.78
22364,80B42A200,22364,80B42A200,11.87
5621,80B42BF60,5621,80B42BF60,5.55
122967,80B42E710,122967,80B42E710,19.23
129050,80B42F0B0,129050,80B42F0B0,18.12
4894,80B42E520,4894,80B42E520,11.84
12592,80B4316E0,12592,80B4316E0,21.8
18656,80B434950,18656,80B434950,8.47
13703,80B4340D0,13703,80B4340D0,6.49
14162,80B42B8A0,14162,80B42B8A0,19.02
23571,80B42D3D0,23571,80B42D3D0,17.51
30061,80B430C50,30061,80B430C50,7.1
22031,80B431CB0,22031,80B431CB0,24.5
14133,80B432610,14133,80B432610,12.09
22129,80B4327F0,22129,80B4327F0,16.25
13703,80B433FE0,13703,80B433FE0,14.59
5687,80B434170,5687,80B434170,16.39
394,80B434490,394,80B434490,5.73
217226,80B434D70,217226,80B434D70,22.42
113317,80B435180,113317,80B435180,19.29
219687,80B4154F0,219687,80B4154F0,23.89
221024,80B4178A0,221024,80B4178A0,21.13
15355,80B419D60,227876,810D669A0,2.79
223550,80B41CE60,223550,80B41CE60,6.83
15194,80B41F7B0,15194,80B41F7B0,20.19
115966,80B41FB20,115966,80B41FB20,19.47
24778,80B4229B0,24778,80B4229B0,22.79
220188,80B423D50,220188,80B423D50,8.84
22185,80B424250,22185,80B424250,12.45
25526,80B425350,25526,80B425350,8.64
110856,80B4253A0,11,8014D2420,35.18
210472,80B4263A0,210472,80B4263A0,5.51
11222,80B426490,13395,804A915E0,49.68
122779,80B426BD0,122779,80B426BD0,4.72
226151,80B42A7F0,3533,8014D70C0,1.28
11495,80B42AB80,11495,80B42AB80,19.1
215721,80B43DEC0,215721,80B43DEC0,4.65
5572,80B43F410,5572,80B43F410,8.92
329193,80B4141E0,215191,80B412540,0.01
127980,80B413090,127980,80B413090,6.83
120364,80B43D830,120364,80B43D830,3.33
124049,80B411F20,124049,80B411F20,14.07
219054,80B442EB0,219054,80B442EB0,16.69
17256,80B4448F0,17256,80B4448F0,16.36
330964,80B4113D0,19182,80B443A80,0.01
3581,80B444050,3581,80B444050,44.85
15783,80B4427F0,220729,816F88710,34.45
229487,80B444500,229487,80B444500,11.4
125980,80B446EA0,125980,80B446EA0,11.12
212996,80B44C920,16262,805D24BD0,13.34
5571,80B44CEB0,5571,80B44CEB0,20.24
9715,80B45A4E0,9715,80B45A4E0,11.12
23571,80B45B250,23571,80B45B250,11.7
29915,80B45BE00,29915,80B45BE00,5.58
116703,80B458940,116703,80B458940,24.97
219705,80B45B690,219705,80B45B690,15.04
219782,809432670,117694,80B45F630,42.23
5687,80B466950,28958,812535000,9.68
117916,80B46B810,117916,80B46B810,3.51
115943,80B46BFE0,115943,80B46BFE0,13.07
214867,80B46CB00,214867,80B46CB00,20.94
331032,80B46D080,331032,80B46D080,32.88
226851,80B469410,226851,80B469410,6.58
3440,80B46DE90,3440,80B46DE90,17.75
3440,80B46DE90,3440,80B46DE90,10.17
216093,80B46EAC0,216093,80B46EAC0,16.48
124682,80B46EEA0,124682,80B46EEA0,9.71
126991,80B46F350,126991,80B46F350,12.5
13474,80B46DC40,13474,80B46DC40,16.01
122967,80B46FA20,122967,80B46FA20,9.19
215107,80B470140,215107,80B470140,19.68
125980,80B471020,125980,80B471020,15.4
110777,80B471360,110777,80B471360,11.52
216492,80B472C40,216492,80B472C40,11.67
23747,80B405F50,23747,80B405F50,11.53
1291,80B4061C0,1291,80B4061C0,13.51
9715,80B468550,9715,80B468550,3.59
115481,80B468690,3597,8183B44B0,35.81
210700,80B476DD0,210700,80B476DD0,6.13
220015,80B476B90,220015,80B476B90,11.96
216796,80B477600,220916,810028FC0,43.68
11968,80B479C70,11968,80B479C70,24.85
219368,80B09F380,219368,80B09F380,21.62
120280,80B09F5A0,12063,81BD7BB00,11.61
394,80B09FA30,394,80B09FA30,19.2
19182,80B2E9D10,19085,808314530,12.88
115966,80B3908C0,115966,80B3908C0,4.63
1638,80B3F9ED0,1638,80B3F9ED0,18.9
224231,80B4053B0,224231,80B4053B0,21.87
14162,80B4791D0,16679,80DE3D140,8.68
11,80B48B2F0,11,80B48B2F0,21.0
17256,80B48B830,17256,80B48B830,20.16
18990,80B48BDD0,18990,80B48BDD0,15.69
20,80B48D750,20,80B48D750,4.65
22661,80B48E070,22661,80B48E070,22.38
27155,80B48D560,27155,80B48D560,15.66
226436,80B48EB00,226436,80B48EB00,21.22
28393,80B48F1B0,28393,80B48F1B0,15.39
216796,80B4894A0,216796,80B4894A0,22.85
22435,80B489B10,22435,80B489B10,16.93
17803,80B48EF70,17803,80B48EF70,3.71
21246,80B48F3A0,11495,800F28CB0,41.89
1,80B491610,1,80B491610,3.14
112568,80B491420,112568,80B491420,3.94
